customer_id,name,gender,age,country,signup_date,customer_tier,months_since_signup,churned,CLV,next_purchase_prob,total_spent,weekly_visits,session_time_minutes,page_views,app_opens,num_promotions_responded,high_spender,high_engagement
3202,Jeremy Edwards,F,27,EU,2019-02-09,Platinum,59,True,288.8535091267315,0.2646846618712593,422.35,17,24.88,51.0,19,1,False,False
3203,Michelle Mcdonald,F,46,USA,2022-11-05,Bronze,14,False,82.1221491839595,0.4089760297628317,197.66,6,21.01,18.0,6,0,False,False
3204,Jason Jenkins,F,26,Asia,2019-12-24,Bronze,48,True,54.61106461997156,0.5409378860890731,307.09000000000003,6,17.41,24.0,7,1,False,False
3205,Justin Bernard,F,35,EU,2023-04-20,Bronze,8,False,105.92897165245074,0.5546497234282882,755.76,7,18.56,21.0,8,0,False,False
3206,Peter Gilbert,F,46,Asia,2020-05-11,Silver,44,True,161.02892925537634,0.5236115153992346,980.6400000000001,8,15.99,24.0,10,1,False,False
3207,David Hunt,F,24,Asia,2019-09-20,Gold,52,True,214.5483247272131,0.5818571347052169,795.63,16,20.84,32.0,18,1,False,False
3208,Joshua Cunningham,F,41,Asia,2021-06-14,Platinum,31,True,414.3572406008183,0.6891435250185013,1093.78,24,28.69,72.0,28,1,False,True
3209,Pedro Long,M,38,EU,2023-11-26,Gold,1,False,138.5537606239264,0.5081370207505964,799.09,9,19.86,27.0,10,1,False,False
3210,Aaron Aguirre,F,32,EU,2022-07-13,Gold,17,False,262.1266034383218,0.4888634513315963,491.95,13,23.39,39.0,14,1,False,False
3211,Julia Brown,F,23,USA,2021-12-27,Platinum,24,False,449.5209169080796,0.5891947667784253,692.03,17,20.41,51.0,20,1,False,False
3212,Ronald Santos,M,25,EU,2022-11-03,Bronze,14,False,135.27561824394832,0.7984917117276542,158.67,8,19.03,32.0,7,1,False,False
3213,Brent Roberts,M,35,USA,2023-12-25,Gold,0,False,186.0262529245691,0.5899955482515107,1043.49,13,20.57,39.0,15,1,False,False
3214,Mr. Antonio Yang,F,18,EU,2021-02-26,Silver,34,True,163.59050126116225,0.6558236198181218,700.15,12,31.91,48.0,11,0,False,False
3215,Nancy Brown,M,34,USA,2019-04-02,Bronze,57,True,84.5756127384655,0.2640212565534899,503.0,2,18.81,6.0,2,0,False,False
3216,Charles Yang,M,38,USA,2021-04-27,Bronze,32,True,86.47971632082032,0.4730609650733136,288.36,4,13.54,20.0,3,0,False,False
3217,Danny Lowe PhD,M,42,USA,2020-11-16,Bronze,38,True,134.46622182696137,0.3179523832630281,329.66999999999996,6,24.75,24.0,6,0,False,False
3218,Eric Hays,F,19,USA,2019-01-28,Silver,59,True,170.97237657307193,0.5022840442019325,561.98,11,10.55,22.0,13,1,False,False
3219,John Watts,F,46,Asia,2020-11-11,Silver,38,True,172.79879149504592,0.7140418500688519,407.16,13,17.11,52.0,11,1,False,False
3220,Aaron Munoz,M,49,Asia,2021-11-03,Bronze,26,True,77.54002906239305,0.3062336668570721,194.05,3,12.71,9.0,3,1,False,False
3221,Brent Harris,M,37,EU,2021-10-15,Silver,26,False,105.80110625713353,0.7605679159032068,229.98,9,0.84,27.0,10,0,False,False
3222,Ross Wallace,Other,22,USA,2022-10-03,Bronze,15,False,121.09482132043094,0.4993064600599536,371.26,3,20.9,9.0,3,1,False,False
3223,Bryan Sullivan,F,29,USA,2021-10-27,Gold,26,True,216.86693016605784,0.633915151709163,576.25,17,13.91,34.0,17,0,False,False
3224,Dr. Sarah Payne,F,32,USA,2019-04-27,Silver,57,True,141.04821441809491,0.654320734780831,306.18,6,14.75,18.0,5,1,False,False
3225,Melanie Villarreal,M,35,USA,2020-06-19,Platinum,43,True,404.184017937312,0.7993294660959068,1090.05,20,26.71,40.0,17,0,False,False
3226,Jessica Fields,M,33,Asia,2023-10-04,Bronze,2,False,111.86596504484112,0.5871660891837129,1073.34,3,13.07,9.0,2,1,False,False
3227,Robert Sandoval,M,35,USA,2020-11-21,Gold,37,True,165.99677837551877,0.3692212114369922,1621.77,9,28.41,36.0,7,0,False,False
3228,Patrick Payne,F,32,USA,2022-06-22,Bronze,18,False,61.2384396000109,0.6518685753148165,381.01,4,8.74,16.0,2,0,False,False
3229,Dylan Contreras,M,35,USA,2023-11-05,Bronze,1,False,111.96483595245364,0.0994171838826327,271.47,7,19.46,21.0,7,1,False,False
3230,Katherine Contreras,M,28,USA,2023-11-09,Bronze,1,False,90.6119843308867,0.3638989345984803,296.56,7,20.85,28.0,7,1,False,False
3231,Michael Rodriguez,M,29,EU,2021-06-07,Silver,31,False,145.8353010198856,0.412913637713541,865.49,3,18.66,12.0,3,0,False,False
3232,Jeffery Johnson,M,27,EU,2022-10-23,Platinum,14,False,286.6968496587029,0.1844416744855435,931.37,19,20.01,57.0,22,0,False,False
3233,Justin Smith,F,52,USA,2022-07-23,Silver,17,False,192.9257591315575,0.7526062422571785,582.96,7,21.73,21.0,6,0,False,False
3234,Matthew Barry,M,47,USA,2021-04-13,Gold,33,True,233.7119304083217,0.699363504776281,1017.41,14,10.17,42.0,15,0,False,False
3235,Amanda Meadows,F,38,USA,2019-11-28,Bronze,49,False,98.0748180463307,0.5676513236614028,451.27,2,15.75,6.0,1,0,False,False
3236,Julie Sharp,F,46,USA,2021-12-27,Bronze,24,False,97.5363181710329,0.6469569421823638,434.33,5,15.99,20.0,4,0,False,False
3237,William Howard,M,40,USA,2022-10-23,Silver,14,False,158.64241538396664,0.5549451185235854,728.04,6,15.88,12.0,7,0,False,False
3238,Kathy Bailey,F,34,Other,2023-10-18,Bronze,2,False,126.36105066479692,0.6295890016597824,317.1,5,12.05,15.0,3,1,False,False
3239,Jeanette Brown,F,18,EU,2019-10-24,Platinum,51,True,304.9772885948011,0.6893611269439501,1320.33,26,20.92,104.0,32,0,False,True
3240,Heather Ball,F,30,EU,2022-10-15,Silver,14,False,132.76176708787852,0.2830744624320489,482.55,9,18.92,36.0,8,1,False,False
3241,Mike Buchanan,M,29,EU,2022-09-12,Bronze,15,False,75.90248874553929,0.6373070294402333,166.07,6,7.65,24.0,5,0,False,False
3242,Phillip Turner,M,21,EU,2021-05-10,Silver,32,True,147.4308161120957,0.6693792563859264,476.94,6,11.35,18.0,4,1,False,False
3243,Thomas Brewer,M,18,EU,2020-02-17,Bronze,47,True,76.03413752145937,0.4114196131727509,410.89,1,16.11,3.0,1,1,False,False
3244,John Hopkins,F,37,EU,2022-08-06,Bronze,17,False,106.82871736735628,0.4653343909393612,280.11,4,21.01,16.0,3,0,False,False
3245,Tammy Rowe,F,36,Asia,2020-11-28,Silver,37,True,163.59048599568263,0.3837074359047376,488.45,7,15.99,21.0,6,1,False,False
3246,Beverly Nguyen,F,21,USA,2019-10-11,Silver,51,True,185.7226962204176,0.546670922663818,527.79,4,9.01,8.0,3,0,False,False
3247,Hannah Williamson,M,25,EU,2023-11-03,Platinum,1,False,287.4332230554885,0.5586230289741135,959.62,28,15.99,56.0,28,1,False,True
3248,Andrew Christian,M,44,EU,2020-04-06,Bronze,45,True,120.64675469811328,0.529372014104919,293.31,6,17.76,12.0,4,0,False,False
3249,Brent Rodriguez,F,24,Asia,2020-07-22,Silver,41,False,198.3466359093184,0.3850370575591902,397.88,7,16.71,21.0,7,1,False,False
3250,Karen Wolf,M,34,EU,2020-08-24,Bronze,40,False,101.47446731155084,0.7057677588814162,148.18,2,11.44,8.0,2,0,False,False
3251,Dr. Morgan Young,F,31,EU,2020-04-20,Bronze,45,True,144.70376449012116,0.4127270096923265,329.91,5,7.62,10.0,5,0,False,False
3252,Carrie Stafford,M,38,USA,2020-12-12,Silver,37,False,193.1077995798353,0.5828971010448177,565.99,6,19.54,24.0,4,0,False,False
3253,Jennifer Brown,M,24,EU,2019-11-03,Bronze,50,False,90.41196005215438,0.6182741059267712,207.58999999999997,5,4.03,20.0,5,0,False,False
3254,Ashley Bradford,M,33,USA,2022-02-02,Silver,23,False,238.3325927354641,0.2432700470639561,591.9300000000001,7,13.57,21.0,7,0,False,False
3255,Phillip Obrien,M,34,USA,2023-11-28,Silver,1,False,147.9688376368738,0.5502330412546604,279.21,7,23.5,21.0,5,0,False,False
3256,Tammy Morris,M,35,USA,2022-10-22,Bronze,14,False,127.99139756420615,0.6880401536332486,319.43,9,16.47,27.0,9,0,False,False
3257,Jamie Zhang,M,33,EU,2019-09-03,Bronze,52,True,112.5703285854049,0.4978774670338328,181.71,8,12.14,24.0,9,1,False,False
3258,Christina King,M,36,USA,2019-12-13,Bronze,49,True,106.0679371006158,0.6348475966970459,429.83,5,15.39,15.0,6,0,False,False
3259,Dustin Harris,M,54,USA,2020-11-20,Gold,37,False,252.35350067086367,0.3982917895801893,805.92,9,6.53,18.0,11,1,False,False
3260,Robert Stokes,M,58,Asia,2019-12-09,Bronze,49,True,103.0169634665916,0.6581319090021288,1382.08,6,18.62,24.0,4,1,False,False
3261,Kevin Soto,F,26,USA,2019-12-23,Bronze,49,True,98.47160515624992,0.3294484668106934,408.56,4,10.31,16.0,3,0,False,False
3262,Christina Patrick,M,18,EU,2020-03-17,Silver,46,False,148.61390928565305,0.4967199407669715,410.94,9,18.32,36.0,8,0,False,False
3263,Heather Russell,F,38,EU,2019-01-14,Platinum,60,True,231.3699392969132,0.6852362804890586,1471.01,23,19.94,46.0,17,0,False,False
3264,Andrea Lopez,F,34,USA,2019-09-20,Gold,52,True,242.66553742379693,0.6769391807954903,584.38,9,14.35,18.0,11,0,False,False
3265,Susan May,F,43,Asia,2019-11-27,Bronze,49,False,86.80510276437145,0.3050439370733248,799.88,3,4.16,12.0,2,1,False,False
3266,Ronnie Hudson MD,F,35,USA,2021-11-08,Bronze,26,True,104.20272353983675,0.4678950520626781,690.36,4,18.69,16.0,3,0,False,False
3267,Luke Hansen,M,33,EU,2022-11-26,Silver,13,False,150.60446723471088,0.4100770050014482,831.03,8,12.45,24.0,6,1,False,False
3268,Austin Patterson,F,44,EU,2021-08-04,Gold,29,True,224.29639498314327,0.6769593572921812,768.59,8,19.12,16.0,9,0,False,False
3269,Benjamin Miller,F,45,EU,2022-11-01,Bronze,14,False,99.73820377984153,0.4888256745803804,755.9699999999999,5,8.49,20.0,6,0,False,False
3270,Elizabeth Wilson,F,19,EU,2020-11-10,Bronze,38,True,94.63263219103078,0.5222434538465046,534.26,4,13.92,12.0,3,1,False,False
3271,Kyle Rivera,M,24,USA,2020-06-13,Bronze,43,False,108.29328607356037,0.5722767114204241,1068.88,6,16.81,12.0,6,0,False,False
3272,Todd Nielsen,M,31,USA,2022-04-02,Bronze,21,False,106.57889450268746,0.3179219565162775,165.60999999999999,2,23.92,6.0,1,1,False,False
3273,Michael Jones,M,33,Asia,2022-11-05,Silver,14,False,118.14762719725589,0.544847288635354,711.36,8,1.6,32.0,6,0,False,False
3274,Tracy Jones,F,30,EU,2023-11-06,Bronze,1,False,97.8008805279953,0.3484746374304672,140.03,8,14.96,16.0,9,1,False,False
3275,Sarah Frederick,F,37,Asia,2022-11-01,Bronze,14,False,125.39929418301476,0.4265347969695726,626.32,7,13.11,28.0,6,0,False,False
3276,Jennifer Brown,M,42,Asia,2022-05-05,Bronze,20,False,149.14546612406986,0.4334798882435955,276.32,6,14.63,24.0,6,0,False,False
3277,Ashley Ruiz,F,50,Asia,2020-06-24,Bronze,42,False,65.84916877318065,0.5726013414569114,208.01999999999998,6,7.56,24.0,4,1,False,False
3278,Deborah Johnson,F,38,EU,2020-11-15,Bronze,38,True,116.55461499968166,0.3810709403318606,630.83,5,14.19,15.0,6,1,False,False
3279,Dean Cook,M,24,USA,2019-12-08,Bronze,49,False,102.115661808932,0.4288214040254084,893.74,3,9.99,9.0,3,1,False,False
3280,Brenda Payne,F,31,Asia,2019-12-18,Gold,49,True,176.32088487127825,0.5486047731587048,641.38,14,7.07,56.0,10,0,False,False
3281,Tammy Alvarado,F,32,EU,2020-09-25,Bronze,39,True,91.44029524586304,0.7077957187165729,473.55,5,13.8,15.0,4,0,False,False
3282,Cynthia Jones,M,38,USA,2019-12-18,Silver,49,True,121.80761300667368,0.5656416791066392,513.14,7,15.58,14.0,8,0,False,False
3283,Sue Warner,F,36,Asia,2021-01-04,Gold,36,True,145.50991309180762,0.6695903067729847,881.99,10,26.31,20.0,7,1,False,False
3284,Amanda Zavala,M,53,Asia,2021-12-26,Bronze,24,False,107.70575600326072,0.1814035136017758,251.46,4,13.13,16.0,3,0,False,False
3285,Linda Salazar,F,28,EU,2019-09-20,Bronze,52,True,135.66528346353454,0.7152775718371437,772.37,2,16.27,6.0,1,1,False,False
3286,Juan Potts,F,36,USA,2019-11-20,Bronze,50,False,107.05317960776688,0.3713976109482897,159.54,4,15.94,12.0,3,0,False,False
3287,Andrew Johnson,F,56,USA,2022-01-07,Silver,24,False,155.1471519494288,0.4086819412609658,1266.93,6,12.38,24.0,5,0,False,False
3288,Marie Reynolds,M,27,Asia,2022-12-08,Silver,12,False,131.29278800275267,0.7912173921262899,449.03,11,17.63,22.0,7,0,False,False
3289,Samuel Mata,M,34,Other,2021-09-24,Bronze,27,True,81.3933792639066,0.5255467820898444,296.53,3,8.69,6.0,2,0,False,False
3290,Anthony Ayala,M,23,USA,2021-03-20,Gold,33,False,200.87212866370373,0.3875231299628373,985.92,10,23.67,30.0,10,0,False,False
3291,Kimberly Dalton,F,33,USA,2022-05-13,Silver,19,False,119.12134678942456,0.4082375538224101,443.22,9,6.78,27.0,9,0,False,False
3292,Nancy Tran,M,25,Asia,2022-02-04,Bronze,23,False,122.46190407365016,0.2925244313029745,483.5,8,12.58,24.0,5,1,False,False
3293,Ralph Dominguez,F,43,USA,2022-06-22,Silver,18,False,132.67357088195288,0.502190681407775,594.8,6,15.23,18.0,4,0,False,False
3294,Jeffery Taylor,M,34,EU,2019-10-25,Bronze,50,True,83.130938427877,0.449602454503473,215.74,6,14.31,12.0,7,1,False,False
3295,Steven Haas,M,23,Other,2020-08-21,Silver,40,True,217.52032284393212,0.6004167642019981,918.4100000000001,3,15.45,9.0,2,1,False,False
3296,Cory Kim,M,41,USA,2021-10-18,Bronze,26,False,125.97720674383676,0.7578430833474878,1167.42,6,11.22,24.0,5,1,False,False
3297,David Chapman,F,34,EU,2023-11-13,Silver,1,False,114.14863601547864,0.3119182511449937,794.59,13,2.06,39.0,16,1,False,False
3298,Paul Beasley,F,42,USA,2022-12-14,Bronze,12,False,82.35546690636606,0.5893930493819874,431.51,4,11.5,12.0,3,0,False,False
3299,Laura Ritter,M,21,USA,2019-05-09,Silver,56,False,144.15317825380407,0.270014731545338,440.63,8,20.4,32.0,7,0,False,False
3300,Nathan Hess,M,36,Asia,2021-03-12,Bronze,34,True,96.78206923027088,0.5652187904145045,375.16,6,18.83,12.0,6,1,False,False
3301,Cameron White,F,40,EU,2022-08-09,Silver,17,False,136.23636715750408,0.3239920974187413,714.38,9,15.14,18.0,10,0,False,False
3302,Gregory Rios,M,28,Other,2019-06-27,Bronze,54,True,126.73478135461676,0.2980088498295709,283.59000000000003,3,19.59,6.0,3,1,False,False
3303,Eduardo Obrien,F,20,EU,2021-11-01,Bronze,26,True,104.21026764347864,0.8825868545111134,171.53,3,18.32,9.0,3,0,False,False
3304,Bryan Jones,F,32,USA,2021-10-09,Bronze,27,True,99.26162013462776,0.8221910550415688,809.04,6,5.38,24.0,6,0,False,False
3305,Joshua Simpson,F,45,USA,2023-11-07,Bronze,1,False,87.83865025655479,0.3938042091948069,289.2,4,5.96,12.0,4,0,False,False
3306,Heather Herman,F,44,USA,2023-03-01,Silver,10,False,118.4515307389173,0.7853211246916202,832.47,10,12.85,40.0,9,1,False,False
3307,Micheal Pugh,F,28,USA,2021-11-02,Platinum,26,True,262.52823694654785,0.4940656803094602,1544.58,20,9.38,80.0,19,1,False,False
3308,Eileen Valdez,F,20,USA,2019-12-18,Silver,49,False,123.72562850755062,0.2943695277111001,559.66,6,7.49,18.0,5,0,False,False
3309,Debra Wolfe,F,28,USA,2022-10-08,Gold,15,False,149.62629346501262,0.5974122312382141,634.37,10,13.69,30.0,9,0,False,False
3310,Amy Mccullough,F,28,EU,2022-12-01,Bronze,13,False,121.5608724249308,0.6423868802654678,233.97,3,3.81,12.0,3,0,False,False
3311,Lisa Ramirez,M,37,Asia,2021-01-27,Bronze,35,True,118.6028592821251,0.6128648856981118,403.57,2,12.91,8.0,1,1,False,False
3312,Chad Daugherty,M,31,EU,2022-01-03,Silver,24,False,138.76123401451392,0.2465237322502504,999.5,11,20.66,22.0,13,1,False,False
3313,Patrick Clark,M,25,Asia,2023-12-01,Platinum,1,False,379.06267798909926,0.3285277999610209,1130.5,22,15.9,88.0,27,1,False,False
3314,Robert Thomas,F,44,USA,2022-11-21,Silver,13,False,167.7082978330533,0.6405588176397564,597.54,10,15.05,40.0,8,1,False,False
3315,Melissa Santos,F,34,USA,2020-04-20,Bronze,45,True,78.3907347545455,0.3271655830074681,254.58999999999997,5,6.91,10.0,4,0,False,False
3316,Brian Porter,M,37,EU,2023-08-03,Bronze,5,False,70.84145727411888,0.6527391366455774,403.44,6,13.16,18.0,6,1,False,False
3317,Donald Cruz,M,18,EU,2023-09-08,Bronze,3,False,106.12026403665966,0.4455704214253272,501.94000000000005,5,19.41,10.0,3,1,False,False
3318,Angela Ramirez,M,18,USA,2021-11-12,Bronze,26,True,109.5203152181804,0.2533165422310669,32.83,5,4.01,15.0,4,0,False,False
3319,Kathleen Roy,F,18,Asia,2021-11-07,Silver,26,True,111.21771573307812,0.3021544739810218,818.11,6,15.56,12.0,4,1,False,False
3320,Andrew Harris,F,28,Asia,2022-02-20,Bronze,22,False,89.48704731890037,0.5681134741561473,209.44,6,18.51,18.0,5,1,False,False
3321,Jeffrey Williams,F,38,EU,2022-11-01,Gold,14,False,234.12569211134357,0.5752789744671223,792.09,8,10.8,16.0,9,0,False,False
3322,Joshua Bailey,M,18,USA,2021-10-23,Gold,26,True,262.8353515189882,0.7342770689574942,935.3,9,14.35,18.0,9,0,False,False
3323,Lee Barry,F,48,Asia,2019-11-03,Gold,50,False,203.3763842972214,0.5029973650426243,482.2,11,17.63,22.0,13,1,False,False
3324,Susan Patrick,M,34,EU,2022-09-21,Gold,15,False,202.2503388343448,0.4701003472038531,462.82,7,17.17,21.0,7,1,False,False
3325,Nicole Peterson,F,46,Asia,2019-09-12,Bronze,52,True,90.97839825703342,0.7696342869131301,655.62,6,14.33,24.0,6,0,False,False
3326,Jessica Patterson,M,24,Asia,2023-04-08,Platinum,8,False,389.2337201567158,0.3740901100875192,1261.94,16,17.61,64.0,12,1,False,False
3327,Nancy Brown,F,38,Asia,2020-09-09,Bronze,40,True,111.11762940473186,0.4575046699361005,291.26,2,20.85,6.0,1,0,False,False
3328,James Griffith,M,33,EU,2019-04-15,Gold,57,True,166.35661838930628,0.5712189804665918,824.25,11,21.23,44.0,12,0,False,False
3329,Shannon Hurley,M,41,USA,2022-01-26,Bronze,23,False,115.64230747747372,0.3656434514572758,284.36,7,16.15,14.0,8,0,False,False
3330,Kenneth Carroll,F,30,EU,2021-08-11,Bronze,29,False,85.981333342157,0.5669909858067301,284.61,3,29.0,9.0,2,1,False,False
3331,Carla James,M,37,EU,2021-01-26,Bronze,35,True,80.96428876896785,0.5006602334056443,608.01,6,17.3,18.0,6,1,False,False
3332,Tammy Anderson,M,44,Asia,2020-11-23,Bronze,37,True,91.05586589419688,0.6702754315154815,410.39,4,11.97,8.0,4,0,False,False
3333,Robert Tapia,F,26,USA,2020-02-06,Gold,47,False,165.57910590774367,0.4373100778976155,767.4300000000001,5,15.62,20.0,4,1,False,False
3334,David Daniels,F,35,USA,2023-09-05,Gold,3,False,163.8104069847789,0.4042005444097759,431.51,13,26.24,20.0,10,0,False,False
3335,James Gilbert,M,18,Asia,2019-12-05,Silver,49,False,108.02599063010672,0.7878438210871546,574.32,6,23.94,18.0,5,0,False,False
3336,Matthew Patton,F,40,Asia,2020-01-16,Silver,48,True,129.03997907530947,0.6277240748973132,319.82,5,5.17,10.0,3,1,False,False
3337,Lisa Martinez,F,52,Other,2023-03-15,Silver,9,False,134.0092364070129,0.6629480251923133,678.65,10,14.1,30.0,11,1,False,False
3338,Erica Baker,M,20,Asia,2023-11-11,Bronze,1,False,72.97305557487505,0.6253328520748249,425.54,2,10.66,8.0,2,1,False,False
3339,Joel Gonzales,M,32,EU,2023-04-20,Silver,8,False,166.2044865584591,0.3989029367673299,384.44,9,19.14,27.0,9,1,False,False
3340,Vincent Castillo,M,41,EU,2022-10-23,Bronze,14,False,64.67227586435101,0.3560412528437177,695.64,7,17.52,20.0,8,1,False,False
3341,Claudia Brown,F,33,Asia,2020-05-17,Silver,44,True,138.56542986862908,0.3576338295505311,452.03999999999996,9,8.71,36.0,8,0,False,False
3342,Destiny Bishop,M,34,EU,2021-05-28,Platinum,31,True,339.6725554638747,0.4136849977191916,768.59,19,35.4,38.0,13,1,False,False
3343,Austin White,M,29,EU,2023-11-19,Bronze,1,False,122.64316788094696,0.6800281509810865,459.41,10,19.48,20.0,10,1,False,False
3344,Desiree Booth,F,28,USA,2021-04-22,Bronze,32,True,88.50497517617997,0.4961484452492199,600.27,4,18.14,16.0,5,1,False,False
3345,Mark Thomas,F,32,EU,2022-08-26,Gold,16,False,240.533794768807,0.6409845725560881,604.16,13,20.11,39.0,12,0,False,False
3346,Amber Wilson,M,33,Asia,2019-04-17,Gold,57,True,185.30141750361452,0.6234877277955471,502.13,14,25.72,56.0,14,0,False,False
3347,Michael Valencia,F,21,USA,2022-06-15,Platinum,18,False,435.30491397492347,0.7403531647368806,892.2099999999999,18,8.67,72.0,16,0,False,False
3348,Amanda Love,M,32,USA,2022-06-13,Silver,18,False,106.20575506520666,0.6202184213030086,850.6,5,20.21,15.0,5,0,False,False
3349,Miguel Green,M,48,USA,2020-07-23,Bronze,41,True,79.86037609794062,0.531939241023987,753.73,8,12.76,16.0,5,0,False,False
3350,Michael Mathews,F,28,USA,2023-11-18,Bronze,1,False,103.2207503039732,0.3051855939596621,549.63,5,10.65,15.0,5,1,False,False
3351,Nathan Burke,F,20,USA,2022-11-23,Bronze,13,False,74.7728662838639,0.7911917964985358,369.97,6,21.0,24.0,4,0,False,False
3352,Billy Wallace,M,31,EU,2023-09-16,Silver,3,False,128.7586443415696,0.6597080392323511,884.29,6,7.04,12.0,7,0,False,False
3353,Cynthia Nguyen,F,25,Other,2021-09-20,Bronze,27,True,109.0580477046117,0.5636289446256629,191.75,8,6.44,16.0,8,1,False,False
3354,Rodney Perry,F,19,EU,2019-04-25,Silver,57,True,155.73444214963715,0.5318803686442597,463.86,11,14.57,44.0,9,1,False,False
3355,Sherri Thomas,M,34,USA,2019-09-21,Gold,52,False,198.5973945314263,0.2329253679223385,848.39,8,28.02,24.0,5,1,False,False
3356,Richard Rogers,F,25,USA,2021-12-01,Platinum,25,True,298.5197348391146,0.5632885155553526,868.81,20,22.56,80.0,20,1,False,False
3357,Matthew Ruiz,M,26,EU,2020-07-28,Bronze,41,True,50.77521360140558,0.4204649801208706,379.21999999999997,6,15.99,18.0,7,1,False,False
3358,Lisa Martin,Other,34,USA,2021-08-27,Bronze,28,False,102.97194700049924,0.2540146411191896,301.38,6,11.85,18.0,7,1,False,False
3359,Timothy Buck,F,18,Asia,2021-11-20,Gold,25,True,174.5599110724748,0.4273682946871753,706.39,12,18.97,36.0,13,0,False,False
3360,Lee Morton,M,18,EU,2020-02-27,Silver,46,True,138.9088706413516,0.5361499420172482,418.22999999999996,7,19.55,14.0,6,1,False,False
3361,Priscilla Romero,M,39,Asia,2020-11-13,Gold,38,True,136.39304500359142,0.5560217381605997,1220.8,16,18.34,64.0,12,1,False,False
3362,Hailey Lewis,M,18,USA,2022-06-04,Gold,19,False,226.92748066609133,0.3232504647348501,789.27,17,22.1,51.0,15,0,False,False
3363,Amanda Barber,M,23,EU,2023-06-12,Bronze,6,False,111.03630968641858,0.2956872720333685,304.14,3,9.35,12.0,2,1,False,False
3364,Zachary Miller,M,18,USA,2019-11-15,Bronze,50,True,76.70330439501583,0.454574833383464,458.18,7,15.08,21.0,8,0,False,False
3365,Timothy Walker,M,28,Other,2020-11-20,Bronze,37,True,103.58809173108112,0.5856112973580149,244.91,3,15.82,6.0,2,0,False,False
3366,Laura Kelley,F,37,EU,2020-12-12,Silver,37,True,199.3930305766197,0.3810596930644575,258.93,12,17.34,48.0,10,0,False,False
3367,Nicholas Abbott,M,34,USA,2022-05-19,Bronze,19,False,102.80216588411784,0.4333352173600484,226.29,5,14.07,10.0,4,0,False,False
3368,Amber Kennedy,F,56,USA,2022-10-19,Silver,14,False,89.57259577075781,0.5282383546712929,1211.69,9,16.87,36.0,6,1,False,False
3369,Jessica Adams,F,43,USA,2023-02-26,Gold,10,False,177.180971674794,0.3769282757071,772.6800000000001,10,9.52,40.0,10,1,False,False
3370,Eileen Sanchez,M,23,EU,2020-03-15,Bronze,46,False,102.53940945862507,0.1990057102829465,323.43,3,21.45,9.0,3,1,False,False
3371,Randall Cox,F,21,USA,2020-12-21,Platinum,36,True,426.967039561788,0.5466096325074562,752.22,25,18.6,100.0,20,1,False,True
3372,Paul Wilson,M,60,EU,2022-09-05,Silver,16,False,113.72543376867088,0.2379941488722518,483.88,15,7.76,60.0,19,0,False,False
3373,Nicholas Beard,M,43,USA,2021-08-11,Gold,29,True,194.1041607187739,0.5495235236075371,1325.96,15,21.0,60.0,15,0,False,False
3374,Harold Wagner,F,38,EU,2023-11-18,Bronze,1,False,78.65190144870091,0.4668504138712372,531.11,4,15.99,12.0,5,0,False,False
3375,Martha Jacobs,M,33,Asia,2020-11-10,Bronze,38,True,117.58464692561633,0.4656846478980814,159.04,5,21.03,15.0,4,1,False,False
3376,Jason Hudson,F,35,Asia,2019-06-28,Bronze,54,False,92.67372881589522,0.334563368122985,391.93,5,17.44,20.0,4,1,False,False
3377,Beth Medina,F,18,Asia,2019-05-26,Bronze,56,True,45.3688128810041,0.4502019806330243,340.7,4,20.4,16.0,4,1,False,False
3378,Jennifer Richards,F,34,USA,2022-11-13,Bronze,13,False,92.13482866205824,0.3682039297071182,286.08,4,16.73,8.0,5,0,False,False
3379,David Mitchell,F,33,USA,2019-04-25,Gold,57,True,195.5161481204563,0.9271841135205712,452.47,15,12.13,20.0,14,0,False,False
3380,Brad Fisher,F,23,EU,2022-03-19,Bronze,21,False,107.75929947808368,0.379419624561044,374.99,6,27.33,24.0,5,0,False,False
3381,Ms. Mackenzie Barton,M,27,USA,2021-07-20,Platinum,29,True,310.9007896272695,0.6557798842759711,1599.0900000000001,27,24.5,81.0,32,0,False,True
3382,Sherri Smith,M,48,EU,2022-11-15,Silver,13,False,169.71685738386827,0.4152192846761176,688.46,6,23.02,18.0,6,0,False,False
3383,Dennis Spencer,F,31,USA,2020-01-18,Bronze,48,True,97.5297621225915,0.5364680110041392,336.59,7,10.41,20.0,7,0,False,False
3384,Natalie Martinez,M,53,USA,2019-11-08,Silver,50,False,152.53900045133233,0.5011416190873506,648.83,10,19.31,40.0,10,0,False,False
3385,Jeffrey Vaughn,M,18,USA,2020-11-23,Platinum,37,True,300.7325209188831,0.4751909226823539,3155.5099999999998,22,23.02,88.0,25,0,True,False
3386,Brandi Camacho DVM,M,27,Asia,2019-01-03,Silver,60,False,137.54581978787445,0.4704856800401741,771.1,11,13.95,44.0,11,0,False,False
3387,Heather Morales,F,18,USA,2019-11-11,Bronze,50,True,111.3633394613098,0.537124294199145,240.26,3,18.49,12.0,2,1,False,False
3388,Michelle Wilson,M,20,EU,2022-08-27,Gold,16,False,233.86813285745276,0.7064641077376089,1135.29,12,18.49,36.0,9,0,False,False
3389,Stephanie Vargas,F,24,USA,2023-11-05,Bronze,1,False,99.12566290145033,0.3303145151367296,614.9499999999999,6,12.49,18.0,7,0,False,False
